"","servidor","aplicacion"
"11533","TQSINPROPRTC23","SIN"
"11534","TQSINPROPRTC29","SIN"
"11535","TQSINPROMSJC06","SIN"
"11536","TQSINSTRMSJC01","SIN"
"11537","TQSINPROAPCH13","SIN"
"11538","TQSINPROPRTC19","SIN"
"11539","TQSINPROPRTC53","SIN"
"11540","TQSINPROWASJ07","SIN"
"11541","TQSINPROAPCH14","SIN"
"11542","TQSINSTRWASI04","SIN"
"11543","TQSINPROLDGT05","SIN"
"11544","TQSINPROMSJD16","SIN"
"11545","TQSINSTRDYPP02","SIN"
"11546","TQSINPROIISX05","SIN"
"11547","TQSINPROMSJD10","SIN"
"11548","TQSINPROMSJC08","SIN"
"11549","TQSINPROWASB01","SIN"
"11550","TQSINPRODYPP02","SIN"
"11551","TQSINPROPRTC49","SIN"
"11552","TQSINSTRMISE02","SIN"
"11553","TQSINPROWASJ15","SIN"
"11554","TQSINPROMSJC26","SIN"
"11555","TQSINPROAPCH16","SIN"
"11556","TQSINPROSIDC02","SIN"
"11557","TQSINPROPIAE01","SIN"
"11558","TQSINPROWASB04","SIN"
"11559","TQSINPROPRTC04","SIN"
"11560","TQSINPROORDB02","SIN"
"11561","TQSINPROMSJM02","SIN"
"11562","TQSINPROPSRV01","SIN"
"11563","TQSINSTRDOCD01","SIN"
"11564","TQSINPROMSJC31","SIN"
"11565","TQSINSTRPLTW01","SIN"
"11566","TQSINSTRMSJP02","SIN"
"11567","TQSINPROMSJC25","SIN"
"11568","TQSINPROPRTL15","SIN"
"11569","TQSINPROAPCH10","SIN"
"11570","TQSINPROPRTC21","SIN"
"11571","TQSINPROWASJ02","SIN"
"11572","TQSINPRODOCA12","SIN"
"11573","TQSINPROLDGT07","SIN"
"11574","TQSINPRODOCA11","SIN"
"11575","TQSINSTRMSJP01","SIN"
"11576","TQSINSTRWBIM03","SIN"
"11577","TQSINPROPRTC08","SIN"
"11578","TQSINSTRWBIM02","SIN"
"11579","TQSINPROPIAI01","SIN"
"11580","TQSINPROMSJP01","SIN"
"11581","TQSINSTRPRTC02","SIN"
"11582","TQSINSTRPRTL04","SIN"
"11583","TQSINPROMSJC14","SIN"
"11584","TQSINPROMSJC12","SIN"
"11585","TQSINPROPRTE07","SIN"
"11586","TQSINSTRMSJD02","SIN"
"11587","TQSINPROPIAE10","SIN"
"11588","TQSINPROWPYM02","SIN"
"11589","TQSINPROMISE04","SIN"
"11590","TQSINPROMSJC04","SIN"
"11591","TQSINPROPRTC18","SIN"
"11592","TQSINPRODYPP04","SIN"
"11593","TQSINPROAPCH15","SIN"
"11594","TQSINPROMSJC18","SIN"
"11595","TQSINPROPRTC50","SIN"
"11596","TQSINPROMISP01","SIN"
"11597","TQSINPROPRTC47","SIN"
"11598","TQSINPROWASI02","SIN"
"11599","TQSINSTRPRTE01","SIN"
"11600","TQSINSTRCRPC03","SIN"
"11601","TQSINPROPSRV05","SIN"
"11602","TQSINPROWBIM15","SIN"
"11603","TQSINPROLDGT08","SIN"
"11604","TQSINPROMSJC01","SIN"
"11605","TQSINPROWBIM17","SIN"
"11606","TQSINPROWASJ06","SIN"
"11607","TQSINPROWBIM03","SIN"
"11608","TQSINPRODYPP06","SIN"
"11609","TQSINSTRMISP02","SIN"
"11610","TQSINPROPRTC48","SIN"
"11611","TQSINPROLDGT04","SIN"
"11612","TQSINPROMSJC33","SIN"
"11613","TQSINPROWASB02","SIN"
"11614","TQSINPROMSJD13","SIN"
"11615","TQSINPROWASJ14","SIN"
"11616","CLON_TQSINPROWASI04","SIN"
"11617","TQSINPROWASJ08","SIN"
"11618","TQSINPROWASJ13","SIN"
"11619","TQSINPROVNGT01","SIN"
"11620","TQSINPROPRTC22","SIN"
"11621","TQSINPROMSJM01","SIN"
"11622","TQSINSTRDPJB01","SIN"
"11623","TQSINPROPRTL04","SIN"
"11624","TQSIOPRODB2X01","SIO"
"11625","TQSISUATBTSX02","SIOS"
"11626","TQSIOPRODB2X01","SIOS"
"11627","TQSISUATNETX02","SIOS"
"11628","TQSISUATBTSX01","SIOS"
"11629","TQSISUATNETX01","SIOS"
"11630","TQSISUATBTSX03","SIOS"
"11631","TQSIPUATNETF01","SIP"
"11632","TQSIPUATMSQL01","SIP"
"11633","TQSIPUATIISX01","SIP"
"11634","TQSIPUATNETF02","SIP"
"11635","TQSIPDEVIISX01","SIP"
"11636","TQSIPDEVNETF01","SIP"
"11637","TQSIPUATIISX02","SIP"
"11638","TQSIPDEVNETF02","SIP"
"11639","TQSIPDEVMSQL01","SIP"
"11640","TQSIPUATMSQL02","SIP"
"11641","TQSIPDEVIISX02","SIP"
"11642","TQSIPDEVMSQL02","SIP"
"11643","TRSRNPROMSQL01","SIREIN"
"11644","TQSISUATNETX02","SIS"
"11645","TQSISUATBTSX02","SIS"
"11646","TQSISUATBTSX01","SIS"
"11647","TQSISUATNETX01","SIS"
"11648","TQSISUATBTSX03","SIS"
"11649","AGSUAT","SISTEMA DE CONTABILID ADGL"
"11650","TQSITUATWEBL07","SISTEMA INTEGRAL DE ADMINISTRACION TRIBUTARIA"
"11651","TQSITUATWEBL06","SISTEMA INTEGRAL DE ADMINISTRACION TRIBUTARIA"
"11652","TQSITUATWEBL04","SISTEMA INTEGRAL DE ADMINISTRACION TRIBUTARIA"
"11653","TQSITUATWEBL03","SISTEMA INTEGRAL DE ADMINISTRACION TRIBUTARIA"
"11654","TQSITUATWASA02","SISTEMA INTEGRAL DE ADMINISTRACION TRIBUTARIA"
"11655","TQSITUATWASA01","SISTEMA INTEGRAL DE ADMINISTRACION TRIBUTARIA"
"11656","TQSITUATWAAX02","SISTEMA INTEGRAL DE ADMINISTRACION TRIBUTARIA"
"11657","TQSITUATWAAX01","SISTEMA INTEGRAL DE ADMINISTRACION TRIBUTARIA"
"11658","TQSITUATTIME04","SISTEMA INTEGRAL DE ADMINISTRACION TRIBUTARIA"
"11659","TQSITUATTIME02","SISTEMA INTEGRAL DE ADMINISTRACION TRIBUTARIA"
"11660","TQSITUATTIME01","SISTEMA INTEGRAL DE ADMINISTRACION TRIBUTARIA"
"11661","TQSITUATRRLX02","SISTEMA INTEGRAL DE ADMINISTRACION TRIBUTARIA"
"11662","TQSITUATORCL04","SISTEMA INTEGRAL DE ADMINISTRACION TRIBUTARIA"
"11663","TQSITUATORCL03","SISTEMA INTEGRAL DE ADMINISTRACION TRIBUTARIA"
"11664","TQSITUATORCL02","SISTEMA INTEGRAL DE ADMINISTRACION TRIBUTARIA"
"11665","TQSITUATOHSX06","SISTEMA INTEGRAL DE ADMINISTRACION TRIBUTARIA"
"11666","TQSITUATOHSX05","SISTEMA INTEGRAL DE ADMINISTRACION TRIBUTARIA"
"11667","TQSITUATOHSX04","SISTEMA INTEGRAL DE ADMINISTRACION TRIBUTARIA"
"11668","TQSITUATEMAP02","SISTEMA INTEGRAL DE ADMINISTRACION TRIBUTARIA"
"11669","TQSITUATEMAP01","SISTEMA INTEGRAL DE ADMINISTRACION TRIBUTARIA"
"11670","TQSITUATCOHE03","SISTEMA INTEGRAL DE ADMINISTRACION TRIBUTARIA"
"11671","TQSITUATCOHE02","SISTEMA INTEGRAL DE ADMINISTRACION TRIBUTARIA"
"11672","TQSITUATCOHE01","SISTEMA INTEGRAL DE ADMINISTRACION TRIBUTARIA"
"11673","TQSITUATCLSV01","SISTEMA INTEGRAL DE ADMINISTRACION TRIBUTARIA"
"11674","TQSITUATBKGR02","SISTEMA INTEGRAL DE ADMINISTRACION TRIBUTARIA"
"11675","TQSITUATBKGR01","SISTEMA INTEGRAL DE ADMINISTRACION TRIBUTARIA"
"11676","TQSITUATAPCH01","SISTEMA INTEGRAL DE ADMINISTRACION TRIBUTARIA"
"11677","TQSITUATANTV01","SISTEMA INTEGRAL DE ADMINISTRACION TRIBUTARIA"
"11678","TQSITSTRWEBL07","SISTEMA INTEGRAL DE ADMINISTRACION TRIBUTARIA"
"11679","TQSITSTRWEBL06","SISTEMA INTEGRAL DE ADMINISTRACION TRIBUTARIA"
"11680","TQSITSTRRRLX02","SISTEMA INTEGRAL DE ADMINISTRACION TRIBUTARIA"
"11681","TQSITSTRRLX02","SISTEMA INTEGRAL DE ADMINISTRACION TRIBUTARIA"
"11682","TQSITSTRRLX01","SISTEMA INTEGRAL DE ADMINISTRACION TRIBUTARIA"
"11683","TQSITSTRORCL05","SISTEMA INTEGRAL DE ADMINISTRACION TRIBUTARIA"
"11684","TQSITSTRORCL03","SISTEMA INTEGRAL DE ADMINISTRACION TRIBUTARIA"
"11685","TQSITSTRORCL02","SISTEMA INTEGRAL DE ADMINISTRACION TRIBUTARIA"
"11686","TQSITSTRORCL01","SISTEMA INTEGRAL DE ADMINISTRACION TRIBUTARIA"
"11687","TQSITSTROORCL02","SISTEMA INTEGRAL DE ADMINISTRACION TRIBUTARIA"
"11688","TQSITSTROHSX08","SISTEMA INTEGRAL DE ADMINISTRACION TRIBUTARIA"
"11689","TQSITSTROHSX07","SISTEMA INTEGRAL DE ADMINISTRACION TRIBUTARIA"
"11690","TQSITSTROHSX06","SISTEMA INTEGRAL DE ADMINISTRACION TRIBUTARIA"
"11691","TQSITSTROHSX05","SISTEMA INTEGRAL DE ADMINISTRACION TRIBUTARIA"
"11692","TQSITSTROHSX04","SISTEMA INTEGRAL DE ADMINISTRACION TRIBUTARIA"
"11693","TQSITSTRCOHE02","SISTEMA INTEGRAL DE ADMINISTRACION TRIBUTARIA"
"11694","TQSITSTRCOHE01","SISTEMA INTEGRAL DE ADMINISTRACION TRIBUTARIA"
"11695","TQSITSTRAPCH02","SISTEMA INTEGRAL DE ADMINISTRACION TRIBUTARIA"
"11696","TQSITSTRAPCH01","SISTEMA INTEGRAL DE ADMINISTRACION TRIBUTARIA"
"11697","TQSITSTRANTV02","SISTEMA INTEGRAL DE ADMINISTRACION TRIBUTARIA"
"11698","TQSITPROWEBL214","SISTEMA INTEGRAL DE ADMINISTRACION TRIBUTARIA"
"11699","TQSITPROWEBL213","SISTEMA INTEGRAL DE ADMINISTRACION TRIBUTARIA"
"11700","TQSITPROWEBL211","SISTEMA INTEGRAL DE ADMINISTRACION TRIBUTARIA"
"11701","TQSITPROWEBL209","SISTEMA INTEGRAL DE ADMINISTRACION TRIBUTARIA"
"11702","TQSITPROWEBL207","SISTEMA INTEGRAL DE ADMINISTRACION TRIBUTARIA"
"11703","TQSITPROWEBL206","SISTEMA INTEGRAL DE ADMINISTRACION TRIBUTARIA"
"11704","TQSITPROWEBL205","SISTEMA INTEGRAL DE ADMINISTRACION TRIBUTARIA"
"11705","TQSITPROWEBL203","SISTEMA INTEGRAL DE ADMINISTRACION TRIBUTARIA"
"11706","TQSITPROWEBL202","SISTEMA INTEGRAL DE ADMINISTRACION TRIBUTARIA"
"11707","TQSITPROWEBL18","SISTEMA INTEGRAL DE ADMINISTRACION TRIBUTARIA"
"11708","TQSITPROWEBL17","SISTEMA INTEGRAL DE ADMINISTRACION TRIBUTARIA"
"11709","TQSITPROWEBL16","SISTEMA INTEGRAL DE ADMINISTRACION TRIBUTARIA"
"11710","TQSITPROWEBL15","SISTEMA INTEGRAL DE ADMINISTRACION TRIBUTARIA"
"11711","TQSITPROWEBL14","SISTEMA INTEGRAL DE ADMINISTRACION TRIBUTARIA"
"11712","TQSITPROWEBL12","SISTEMA INTEGRAL DE ADMINISTRACION TRIBUTARIA"
"11713","TQSITPROWEBL10","SISTEMA INTEGRAL DE ADMINISTRACION TRIBUTARIA"
"11714","TQSITPROWEBL07","SISTEMA INTEGRAL DE ADMINISTRACION TRIBUTARIA"
"11715","TQSITPROWEBL06","SISTEMA INTEGRAL DE ADMINISTRACION TRIBUTARIA"
"11716","TQSITPROWEBL05","SISTEMA INTEGRAL DE ADMINISTRACION TRIBUTARIA"
"11717","TQSITPROWEBL04","SISTEMA INTEGRAL DE ADMINISTRACION TRIBUTARIA"
"11718","TQSITPROWEBL03_RFC5621","SISTEMA INTEGRAL DE ADMINISTRACION TRIBUTARIA"
"11719","TQSITPROWEBL01","SISTEMA INTEGRAL DE ADMINISTRACION TRIBUTARIA"
"11720","TQSITPROWASA04","SISTEMA INTEGRAL DE ADMINISTRACION TRIBUTARIA"
"11721","TQSITPROWASA03","SISTEMA INTEGRAL DE ADMINISTRACION TRIBUTARIA"
"11722","TQSITPROORCL01","SISTEMA INTEGRAL DE ADMINISTRACION TRIBUTARIA"
"11723","TQSITPROOHSX210","SISTEMA INTEGRAL DE ADMINISTRACION TRIBUTARIA"
"11724","TQSITPROOHSX209","SISTEMA INTEGRAL DE ADMINISTRACION TRIBUTARIA"
"11725","TQSITPROOHSX208","SISTEMA INTEGRAL DE ADMINISTRACION TRIBUTARIA"
"11726","TQSITPROOHSX207","SISTEMA INTEGRAL DE ADMINISTRACION TRIBUTARIA"
"11727","TQSITPROOHSX201","SISTEMA INTEGRAL DE ADMINISTRACION TRIBUTARIA"
"11728","TQSITPROCOHE03","SISTEMA INTEGRAL DE ADMINISTRACION TRIBUTARIA"
"11729","TQSITPROCOHE02","SISTEMA INTEGRAL DE ADMINISTRACION TRIBUTARIA"
"11730","TQSITPROCOHE01","SISTEMA INTEGRAL DE ADMINISTRACION TRIBUTARIA"
"11731","TQSITPROAPCH214","SISTEMA INTEGRAL DE ADMINISTRACION TRIBUTARIA"
"11732","TQSITPROAPCH17","SISTEMA INTEGRAL DE ADMINISTRACION TRIBUTARIA"
"11733","TQSITPROAPCH15","SISTEMA INTEGRAL DE ADMINISTRACION TRIBUTARIA"
"11734","TQSITPROAPCH14","SISTEMA INTEGRAL DE ADMINISTRACION TRIBUTARIA"
"11735","TQSITPROAPCH12","SISTEMA INTEGRAL DE ADMINISTRACION TRIBUTARIA"
"11736","TQSITPROAPCH09","SISTEMA INTEGRAL DE ADMINISTRACION TRIBUTARIA"
"11737","TQSITPROAPCH05","SISTEMA INTEGRAL DE ADMINISTRACION TRIBUTARIA"
"11738","TQSITPROAPCH01","SISTEMA INTEGRAL DE ADMINISTRACION TRIBUTARIA"
"11739","TQSITDEVWEBL36","SISTEMA INTEGRAL DE ADMINISTRACION TRIBUTARIA"
"11740","TQSITDEVWEBL35","SISTEMA INTEGRAL DE ADMINISTRACION TRIBUTARIA"
"11741","TQSITDEVWEBL33","SISTEMA INTEGRAL DE ADMINISTRACION TRIBUTARIA"
"11742","TQSITDEVWEBL32","SISTEMA INTEGRAL DE ADMINISTRACION TRIBUTARIA"
"11743","TQSITDEVWEBL31","SISTEMA INTEGRAL DE ADMINISTRACION TRIBUTARIA"
"11744","TQSITDEVWEBL29","SISTEMA INTEGRAL DE ADMINISTRACION TRIBUTARIA"
"11745","TQSITDEVWEBL28","SISTEMA INTEGRAL DE ADMINISTRACION TRIBUTARIA"
"11746","TQSITDEVWEBL27","SISTEMA INTEGRAL DE ADMINISTRACION TRIBUTARIA"
"11747","TQSITDEVWEBL26","SISTEMA INTEGRAL DE ADMINISTRACION TRIBUTARIA"
"11748","TQSITDEVWEBL25","SISTEMA INTEGRAL DE ADMINISTRACION TRIBUTARIA"
"11749","TQSITDEVWEBL24","SISTEMA INTEGRAL DE ADMINISTRACION TRIBUTARIA"
"11750","TQSITDEVWEBL23","SISTEMA INTEGRAL DE ADMINISTRACION TRIBUTARIA"
"11751","TQSITDEVWEBL22","SISTEMA INTEGRAL DE ADMINISTRACION TRIBUTARIA"
"11752","TQSITDEVWEBL20","SISTEMA INTEGRAL DE ADMINISTRACION TRIBUTARIA"
"11753","TQSITDEVWEBL19","SISTEMA INTEGRAL DE ADMINISTRACION TRIBUTARIA"
"11754","TQSITDEVWEBL17","SISTEMA INTEGRAL DE ADMINISTRACION TRIBUTARIA"
"11755","TQSITDEVWEBL15","SISTEMA INTEGRAL DE ADMINISTRACION TRIBUTARIA"
"11756","TQSITDEVWEBL14","SISTEMA INTEGRAL DE ADMINISTRACION TRIBUTARIA"
"11757","TQSITDEVWEBL13","SISTEMA INTEGRAL DE ADMINISTRACION TRIBUTARIA"
"11758","TQSITSTRRRLX01","SISTEMA INTEGRAL DE ADMINISTRACION TRIBUTARIA"
"11759","TQSITDEVWEBL12","SISTEMA INTEGRAL DE ADMINISTRACION TRIBUTARIA"
"11760","TQSITDEVWEBL10","SISTEMA INTEGRAL DE ADMINISTRACION TRIBUTARIA"
"11761","TQSITDEVWEBL08","SISTEMA INTEGRAL DE ADMINISTRACION TRIBUTARIA"
"11762","TQSITDEVWEBL07","SISTEMA INTEGRAL DE ADMINISTRACION TRIBUTARIA"
"11763","TQSITDEVWEBL06","SISTEMA INTEGRAL DE ADMINISTRACION TRIBUTARIA"
"11764","TQSITDEVWEBL05","SISTEMA INTEGRAL DE ADMINISTRACION TRIBUTARIA"
"11765","TQSITDEVWEBL02","SISTEMA INTEGRAL DE ADMINISTRACION TRIBUTARIA"
"11766","TQSITDEVWEBL01","SISTEMA INTEGRAL DE ADMINISTRACION TRIBUTARIA"
"11767","TQSITDEVWASA02","SISTEMA INTEGRAL DE ADMINISTRACION TRIBUTARIA"
"11768","TQSITDEVWASA01","SISTEMA INTEGRAL DE ADMINISTRACION TRIBUTARIA"
"11769","TQSITDEVTIME02","SISTEMA INTEGRAL DE ADMINISTRACION TRIBUTARIA"
"11770","TQSITDEVTIME01","SISTEMA INTEGRAL DE ADMINISTRACION TRIBUTARIA"
"11771","TQSITDEVRRLX01","SISTEMA INTEGRAL DE ADMINISTRACION TRIBUTARIA"
"11772","TQSITDEVORCL03","SISTEMA INTEGRAL DE ADMINISTRACION TRIBUTARIA"
"11773","TQSITDEVORCL02","SISTEMA INTEGRAL DE ADMINISTRACION TRIBUTARIA"
"11774","TQSITDEVORCL01","SISTEMA INTEGRAL DE ADMINISTRACION TRIBUTARIA"
"11775","TQSITDEVOHSX30","SISTEMA INTEGRAL DE ADMINISTRACION TRIBUTARIA"
"11776","TQSITDEVOHSX29","SISTEMA INTEGRAL DE ADMINISTRACION TRIBUTARIA"
"11777","TQSITDEVOHSX28","SISTEMA INTEGRAL DE ADMINISTRACION TRIBUTARIA"
"11778","TQSITDEVOHSX26","SISTEMA INTEGRAL DE ADMINISTRACION TRIBUTARIA"
"11779","TQSITDEVOHSX24","SISTEMA INTEGRAL DE ADMINISTRACION TRIBUTARIA"
"11780","TQSITDEVOHSX23","SISTEMA INTEGRAL DE ADMINISTRACION TRIBUTARIA"
"11781","TQSITDEVOHSX19","SISTEMA INTEGRAL DE ADMINISTRACION TRIBUTARIA"
"11782","TQSITDEVOHSX18","SISTEMA INTEGRAL DE ADMINISTRACION TRIBUTARIA"
"11783","TQSITDEVOHSX17","SISTEMA INTEGRAL DE ADMINISTRACION TRIBUTARIA"
"11784","TQSITDEVOHSX13","SISTEMA INTEGRAL DE ADMINISTRACION TRIBUTARIA"
"11785","TQSITDEVOHSX12","SISTEMA INTEGRAL DE ADMINISTRACION TRIBUTARIA"
"11786","TQSITDEVOHSX11","SISTEMA INTEGRAL DE ADMINISTRACION TRIBUTARIA"
"11787","TQSITDEVOHSX10","SISTEMA INTEGRAL DE ADMINISTRACION TRIBUTARIA"
"11788","TQSITDEVOHSX08","SISTEMA INTEGRAL DE ADMINISTRACION TRIBUTARIA"
"11789","TQSITDEVOHSX07","SISTEMA INTEGRAL DE ADMINISTRACION TRIBUTARIA"
"11790","TQSITDEVOHSX05","SISTEMA INTEGRAL DE ADMINISTRACION TRIBUTARIA"
"11791","TQSITDEVEMDB02","SISTEMA INTEGRAL DE ADMINISTRACION TRIBUTARIA"
"11792","TQSITDEVEMDB01","SISTEMA INTEGRAL DE ADMINISTRACION TRIBUTARIA"
"11793","TQSITDEVEMAP02","SISTEMA INTEGRAL DE ADMINISTRACION TRIBUTARIA"
"11794","TQSITDEVEMAP01","SISTEMA INTEGRAL DE ADMINISTRACION TRIBUTARIA"
"11795","TQSITPROWEBL03","SISTEMA INTEGRAL DE ADMINISTRACION TRIBUTARIA"
"11796","TQSITDEVCOHE10","SISTEMA INTEGRAL DE ADMINISTRACION TRIBUTARIA"
"11797","TQSITDEVCOHE08","SISTEMA INTEGRAL DE ADMINISTRACION TRIBUTARIA"
"11798","TQSITDEVCOHE07","SISTEMA INTEGRAL DE ADMINISTRACION TRIBUTARIA"
"11799","TQSITDEVCOHE01","SISTEMA INTEGRAL DE ADMINISTRACION TRIBUTARIA"
"11800","TQSITDEVWEBL16","SISTEMA INTEGRAL DE ADMINISTRACION TRIBUTARIA"
"11801","TQSITDEVCOHE03","SISTEMA INTEGRAL DE ADMINISTRACION TRIBUTARIA"
"11802","TQSITDEVCOHE02","SISTEMA INTEGRAL DE ADMINISTRACION TRIBUTARIA"
"11803","TQSITPROORCL02","SISTEMA INTEGRAL DE ADMINISTRACION TRIBUTARIA"
"11804","TQSITDEVCOHE04","SISTEMA INTEGRAL DE ADMINISTRACION TRIBUTARIA"
"11805","TQSITSTRORCL07","SISTEMA INTEGRAL DE ADMINISTRACION TRIBUTARIA"
"11806","TQSITPROWEBL210","SISTEMA INTEGRAL DE ADMINISTRACION TRIBUTARIA"
"11807","TQSITSTRCOHE03","SISTEMA INTEGRAL DE ADMINISTRACION TRIBUTARIA"
"11808","TQSITUATCLSV02","SISTEMA INTEGRAL DE ADMINISTRACION TRIBUTARIA"
"11809","TQIDNPROLAGS07","SISTEMA INTEGRAL DE ADMINISTRACION TRIBUTARIA"
"11810","TQIDNUATLAGS02","SISTEMA INTEGRAL DE ADMINISTRACION TRIBUTARIA"
"11811","TQIDNUATLAGS01","SISTEMA INTEGRAL DE ADMINISTRACION TRIBUTARIA"
"11812","TQIDNUATAMCS02","SISTEMA INTEGRAL DE ADMINISTRACION TRIBUTARIA"
"11813","TQIDNSTRLAGS04","SISTEMA INTEGRAL DE ADMINISTRACION TRIBUTARIA"
"11814","TQIDNSTRLAGS02","SISTEMA INTEGRAL DE ADMINISTRACION TRIBUTARIA"
"11815","TQIDNSTRLAGD02","SISTEMA INTEGRAL DE ADMINISTRACION TRIBUTARIA"
"11816","TQIDNSTRLAGD01","SISTEMA INTEGRAL DE ADMINISTRACION TRIBUTARIA"
"11817","TQIDNSTRIDPS02","SISTEMA INTEGRAL DE ADMINISTRACION TRIBUTARIA"
"11818","TQIDNSTRIDPS01","SISTEMA INTEGRAL DE ADMINISTRACION TRIBUTARIA"
"11819","TQIDNSTRAMCD01","SISTEMA INTEGRAL DE ADMINISTRACION TRIBUTARIA"
"11820","TQIDNPROLAGS08","SISTEMA INTEGRAL DE ADMINISTRACION TRIBUTARIA"
"11821","TQIDNPROLAGS04","SISTEMA INTEGRAL DE ADMINISTRACION TRIBUTARIA"
"11822","TQSITDEVSUBV01","SISTEMA INTEGRAL DE ADMINISTRACION TRIBUTARIA"
"11823","TQSITDEVWAAX01","SISTEMA INTEGRAL DE ADMINISTRACION TRIBUTARIA"
"11824","TQSITDEVRRLX02","SISTEMA INTEGRAL DE ADMINISTRACION TRIBUTARIA"
"11825","TQIDNPROIDPS06","SISTEMA INTEGRAL DE ADMINISTRACION TRIBUTARIA"
"11826","TQIDNPROIDPS05","SISTEMA INTEGRAL DE ADMINISTRACION TRIBUTARIA"
"11827","TQIDNPROIDPS04","SISTEMA INTEGRAL DE ADMINISTRACION TRIBUTARIA"
"11828","TQIDNPROIDPS03","SISTEMA INTEGRAL DE ADMINISTRACION TRIBUTARIA"
"11829","TQIDNPROIDPS02","SISTEMA INTEGRAL DE ADMINISTRACION TRIBUTARIA"
"11830","TQSITUATAPCH02","SISTEMA INTEGRAL DE ADMINISTRACION TRIBUTARIA"
"11831","TQSITSTRWEBL05","SISTEMA INTEGRAL DE ADMINISTRACION TRIBUTARIA"
"11832","TQSITSTRWEBL02","SISTEMA INTEGRAL DE ADMINISTRACION TRIBUTARIA"
"11833","TQIDNPROLAGS02","SISTEMA INTEGRAL DE ADMINISTRACION TRIBUTARIA"
"11834","TQSITDEVCOHE11","SISTEMA INTEGRAL DE ADMINISTRACION TRIBUTARIA"
"11835","TQIDNDEVLAGS02","SISTEMA INTEGRAL DE ADMINISTRACION TRIBUTARIA"
"11836","TQIDNDEVIDPS02","SISTEMA INTEGRAL DE ADMINISTRACION TRIBUTARIA"
"11837","TQIDNDEVIDPS01","SISTEMA INTEGRAL DE ADMINISTRACION TRIBUTARIA"
"11838","TQIDNDEVAMCS02","SISTEMA INTEGRAL DE ADMINISTRACION TRIBUTARIA"
"11839","TQIDNDEVAMCS01","SISTEMA INTEGRAL DE ADMINISTRACION TRIBUTARIA"
"11840","TQIDNDEVAD01","SISTEMA INTEGRAL DE ADMINISTRACION TRIBUTARIA"
"11841","TQIDNUATIDPS02","SISTEMA INTEGRAL DE ADMINISTRACION TRIBUTARIA"
"11842","TQSITPROWEBL09","SISTEMA INTEGRAL DE ADMINISTRACION TRIBUTARIA"
"11843","TQIDNPROLAGS03","SISTEMA INTEGRAL DE ADMINISTRACION TRIBUTARIA"
"11844","TQSITSTRAPCH03","SISTEMA INTEGRAL DE ADMINISTRACION TRIBUTARIA"
"11845","TQSITDEVOHSX04","SISTEMA INTEGRAL DE ADMINISTRACION TRIBUTARIA"
"11846","TQSITPROWASA06","SISTEMA INTEGRAL DE ADMINISTRACION TRIBUTARIA"
"11847","TQSITDEVAPCH03","SISTEMA INTEGRAL DE ADMINISTRACION TRIBUTARIA"
"11848","TQIDNPROAMCS02","SISTEMA INTEGRAL DE ADMINISTRACION TRIBUTARIA"
"11849","TQSITPROAPCH07","SISTEMA INTEGRAL DE ADMINISTRACION TRIBUTARIA"
"11850","TQSITUATAPCH03","SISTEMA INTEGRAL DE ADMINISTRACION TRIBUTARIA"
"11851","TQSITSTRORCL04","SISTEMA INTEGRAL DE ADMINISTRACION TRIBUTARIA"
"11852","TQSITDEVORCL04","SISTEMA INTEGRAL DE ADMINISTRACION TRIBUTARIA"
"11853","TQIDNPROIDPS01","SISTEMA INTEGRAL DE ADMINISTRACION TRIBUTARIA"
"11854","TQSITUATRRLX01","SISTEMA INTEGRAL DE ADMINISTRACION TRIBUTARIA"
"11855","TQSITDEVCOHE05","SISTEMA INTEGRAL DE ADMINISTRACION TRIBUTARIA"
"11856","TQSITDEVWAAX02","SISTEMA INTEGRAL DE ADMINISTRACION TRIBUTARIA"
"11857","TQSITDEVOHSX06","SISTEMA INTEGRAL DE ADMINISTRACION TRIBUTARIA"
"11858","TQSITPROOHSX202","SISTEMA INTEGRAL DE ADMINISTRACION TRIBUTARIA"
"11859","TQSITPROOHSX204","SISTEMA INTEGRAL DE ADMINISTRACION TRIBUTARIA"
"11860","TQSITPROAPCH04","SISTEMA INTEGRAL DE ADMINISTRACION TRIBUTARIA"
"11861","TQIDNUATIDPS01","SISTEMA INTEGRAL DE ADMINISTRACION TRIBUTARIA"
"11862","TQSITPROAPCH10","SISTEMA INTEGRAL DE ADMINISTRACION TRIBUTARIA"
"11863","TQSITDEVHERR01","SISTEMA INTEGRAL DE ADMINISTRACION TRIBUTARIA"
"11864","TQSITPROAPCH02","SISTEMA INTEGRAL DE ADMINISTRACION TRIBUTARIA"
"11865","TQIDNDEVLAGS01","SISTEMA INTEGRAL DE ADMINISTRACION TRIBUTARIA"
"11866","TQIDNSTRLAGS01","SISTEMA INTEGRAL DE ADMINISTRACION TRIBUTARIA"
"11867","TQSITPROOHSX206","SISTEMA INTEGRAL DE ADMINISTRACION TRIBUTARIA"
"11868","TQSITPROWASA01","SISTEMA INTEGRAL DE ADMINISTRACION TRIBUTARIA"
"11869","TQSITPROAPCH11","SISTEMA INTEGRAL DE ADMINISTRACION TRIBUTARIA"
"11870","TQSITPROEMDB02","SISTEMA INTEGRAL DE ADMINISTRACION TRIBUTARIA"
"11871","TQSITDEVOHSX14","SISTEMA INTEGRAL DE ADMINISTRACION TRIBUTARIA"
"11872","TQSITDEVWEBL09","SISTEMA INTEGRAL DE ADMINISTRACION TRIBUTARIA"
