"","servidor","aplicacion"
"7865","TQBZNPROWEBC02","NYV_RRL"
"7866","TQBZNPROWEBC01","NYV_RRL"
"7867","TQBZNPROORCL08","NYV_RRL"
"7868","TQBZNPROORCL05","NYV_RRL"
"7869","TQBZNPROORCL04","NYV_RRL"
"7870","TQBZNPROORCL02","NYV_RRL"
"7871","TQBZNPROORCL01","NYV_RRL"
"7872","TQBZNPROOHSC104","NYV_RRL"
"7873","TQBZNPROOHSC04","NYV_RRL"
"7874","TQBZNPROOHSC03","NYV_RRL"
"7875","TQBZNPROOHSC01","NYV_RRL"
"7876","TQRRLPROWEBE102","NYV_RRL"
"7877","TQADMPROWEBE12","NYV_RRL"
"7878","TQADMPROWEBE113","NYV_RRL"
"7879","TQADMPROWEBE110","NYV_RRL"
"7880","TQADMPROWEBE11","NYV_RRL"
"7881","TQADMPROWEBE109","NYV_RRL"
"7882","TQADMPROWEBE108","NYV_RRL"
"7883","TQADMPROWEBE105","NYV_RRL"
"7884","TQADMPROWEBE104","NYV_RRL"
"7885","TQADMPROWEBE101","NYV_RRL"
"7886","TQADMPROWEBE10","NYV_RRL"
"7887","TQADMPROWEBE09","NYV_RRL"
"7888","TQADMPROWEBE08","NYV_RRL"
"7889","TQADMPROWEBE07","NYV_RRL"
"7890","TQADMPROWEBE06","NYV_RRL"
"7891","TQADMPROWEBE04","NYV_RRL"
"7892","TQADMPROWEBE03","NYV_RRL"
"7893","TQADMPROWEBE01","NYV_RRL"
"7894","TQADMPROWEBC47","NYV_RRL"
"7895","TQADMPROWEBC46","NYV_RRL"
"7896","TQRRLPROWEBC101","NYV_RRL"
"7897","TQADMPROWEBC45","NYV_RRL"
"7898","TQESXAPPSPAC409","NYV_RRL"
"7899","TQADMPROWEBC44","NYV_RRL"
"7900","TQADMPROWEBC42","NYV_RRL"
"7901","TQADMPROWEBC41","NYV_RRL"
"7902","TQADMPROWEBC37","NYV_RRL"
"7903","TQADMPROWEBC35","NYV_RRL"
"7904","TQADMPROWEBC34","NYV_RRL"
"7905","TQADMPROWEBC33","NYV_RRL"
"7906","TQADMPROWEBC32","NYV_RRL"
"7907","TQADMPROWEBC31","NYV_RRL"
"7908","TQADMPROWEBC27","NYV_RRL"
"7909","TQADMPROWEBC26","NYV_RRL"
"7910","TQADMPROWEBC24","NYV_RRL"
"7911","TQADMPROWEBC23","NYV_RRL"
"7912","TQADMPROWEBC22","NYV_RRL"
"7913","TQADMPROWEBC21","NYV_RRL"
"7914","TQADMPROWEBC18","NYV_RRL"
"7915","TQADMPROWEBC17","NYV_RRL"
"7916","TQADMPROWEBC16","NYV_RRL"
"7917","TQADMPROWEBC15","NYV_RRL"
"7918","TQADMPROWEBC14","NYV_RRL"
"7919","TQADMPROWEBC12","NYV_RRL"
"7920","TQADMPROWEBC113","NYV_RRL"
"7921","TQADMPROWEBC112","NYV_RRL"
"7922","TQADMPROWEBC111","NYV_RRL"
"7923","TQADMPROWEBC11","NYV_RRL"
"7924","TQADMPROWEBC108","NYV_RRL"
"7925","TQADMPROWEBC107","NYV_RRL"
"7926","TQADMPROWEBC106","NYV_RRL"
"7927","TQADMPROWEBC104","NYV_RRL"
"7928","TQADMPROWEBC103","NYV_RRL"
"7929","TQADMPROOHSC109","NYV_RRL"
"7930","TQADMPROWEBC101","NYV_RRL"
"7931","TQSACPROBPMX01","NYV_RRL"
"7932","TQADMPROWEBC10","NYV_RRL"
"7933","TQSACPROBPMX02","NYV_RRL"
"7934","TQADMPROWEBC08","NYV_RRL"
"7935","TQSACPROOHSC102","NYV_RRL"
"7936","TQADMPROWEBC01","NYV_RRL"
"7937","TQADMPROOHSE108","NYV_RRL"
"7938","TQADMPROOHSE107","NYV_RRL"
"7939","TQADMPROOHSE101","NYV_RRL"
"7940","TQADMPROOHSE07","NYV_RRL"
"7941","TQADMPROOHSE06","NYV_RRL"
"7942","TQADMPROOHSE05","NYV_RRL"
"7943","TQADMPROOHSE04","NYV_RRL"
"7944","TQADMPROOHSE03","NYV_RRL"
"7945","TQADMPROOHSC17","NYV_RRL"
"7946","TQADMPROOHSC15","NYV_RRL"
"7947","TQRRLPROWEBE101","NYV_RRL"
"7948","TQADMPROOHSC14","NYV_RRL"
"7949","TQADMPROOHSC12","NYV_RRL"
"7950","TQADMPROOHSC118","NYV_RRL"
"7951","TQADMPROOHSC116","NYV_RRL"
"7952","TQADMPROOHSC115","NYV_RRL"
"7953","TQADMPROOHSC114","NYV_RRL"
"7954","TQADMPROOHSC111","NYV_RRL"
"7955","TQADMPROOHSC11","NYV_RRL"
"7956","TQADMPROOHSC108","NYV_RRL"
"7957","TQADMPROOHSC107","NYV_RRL"
"7958","TQADMPROOHSC104","NYV_RRL"
"7959","TQADMPROOHSC102","NYV_RRL"
"7960","TQADMPROOHSC101","NYV_RRL"
"7961","TQADMPROOHSC09","NYV_RRL"
"7962","TQADMPROOHSC06","NYV_RRL"
"7963","TQADMPROOHSC05","NYV_RRL"
"7964","TQBZTPROWEBE103","NYV_RRL"
"7965","TQADMPROOHSC01","NYV_RRL"
"7966","TQRRLPROWEBC05","NYV_RRL"
"7967","TQSACPROWEBC109","NYV_RRL"
"7968","TQSACPROWEBC115","NYV_RRL"
"7969","TQSACPROORCL06","NYV_RRL"
"7970","TQSACPROWEBC105","NYV_RRL"
"7971","TQNYVPROOHSC04","NYV_RRL"
"7972","TQNYVPROWEBC02","NYV_RRL"
"7973","TQRRLPROWEBE03","NYV_RRL"
"7974","TQBZNPROORCL07","NYV_RRL"
"7975","TQADMPROOHSE109","NYV_RRL"
"7976","TQNYVPROWEBE101","NYV_RRL"
"7977","TQNYVPROWEBC05","NYV_RRL"
"7978","TQNYVPROWEBE06","NYV_RRL"
"7979","TQRRLPROORCL05","NYV_RRL"
"7980","TQESXAPPSPAC436","NYV_RRL"
"7981","TQNYVPROORCL04","NYV_RRL"
"7982","TQADMPROWEBC20","NYV_RRL"
"7983","TQADMPROWEBE02","NYV_RRL"
"7984","TQBZNPROOHSC101","NYV_RRL"
"7985","TQBZNPROOHSC102","NYV_RRL"
"7986","TQSACPROWEBE03","NYV_RRL"
"7987","TQADMPROWEBC48","NYV_RRL"
"7988","TQBZTPROOHSE03","NYV_RRL"
"7989","TQBZTPROWEBE01","NYV_RRL"
"7990","TQRRLPROWEBC13","NYV_RRL"
"7991","TQRRLPROBPMX104","NYV_RRL"
"7992","TQESXAPPSPAC450","NYV_RRL"
"7993","TQSACPROBPMX103","NYV_RRL"
"7994","TQSACPROORCL05","NYV_RRL"
"7995","TQRRLPROWEBE05","NYV_RRL"
"7996","TQSACPROOHSC02","NYV_RRL"
"7997","TQRRLPROWEBE06","NYV_RRL"
"7998","TQESXAPPSPAC408","NYV_RRL"
"7999","TQADMPROWEBC36","NYV_RRL"
"8000","TQESXAPPSPAC407","NYV_RRL"
"8001","TQBZNPROWEBC108","NYV_RRL"
"8002","TQADMPROOHSE102","NYV_RRL"
"8003","TQSACPROWEBC110","NYV_RRL"
"8004","TQESXAPPSPAC451","NYV_RRL"
"8005","TQSACPROOHSE03","NYV_RRL"
"8006","TQADMPROWEBC38","NYV_RRL"
"8007","TQADMPROWEBC03","NYV_RRL"
"8008","TQSACPROOHSC103","NYV_RRL"
"8009","TQNYVPROWEBE107","NYV_RRL"
"8010","TQSACPROORCL04","NYV_RRL"
"8011","TQADMPROOHSC117","NYV_RRL"
"8012","TQRRLPROORCL01","NYV_RRL"
"8013","TQESXAPPSPAC446","NYV_RRL"
"8014","TQADMPROWEBC40","NYV_RRL"
"8015","TQESXAPPSPAC445","NYV_RRL"
"8016","TQRRLPROWEBE107","NYV_RRL"
"8017","TQNYVPROORCL03","NYV_RRL"
"8018","TQESXAPPSPAC432","NYV_RRL"
"8019","TQNYVPROWEBE04","NYV_RRL"
"8020","TQBZTPROWEBC05","NYV_RRL"
"8021","TQSACPROWEBC102","NYV_RRL"
"8022","TQSACPROWEBC01","NYV_RRL"
"8023","TQBZTPROWEBC06","NYV_RRL"
"8024","TQADMPROWEBC105","NYV_RRL"
"8025","TQADMPROOHSC106","NYV_RRL"
"8026","TQESXAPPSPAC411","NYV_RRL"
"8027","TQESXAPPSPAC443","NYV_RRL"
"8028","TQADMPROWEBC29","NYV_RRL"
"8029","TQSACPROWEBE04","NYV_RRL"
"8030","TQRRLPROWEBC16","NYV_RRL"
"8031","TQBZTPROWEBC03","NYV_RRL"
"8032","TQBZTPROOHSE101","NYV_RRL"
"8033","TQADMPROWEBC39","NYV_RRL"
"8034","TQRRLPROWEBC02","NYV_RRL"
"8035","TQNYVPROWEBE03","NYV_RRL"
"8036","TQBZNPROWEBC03","NYV_RRL"
"8037","TQNYVPROORCL01","NYV_RRL"
"8038","TQSACPROOHSC01","NYV_RRL"
"8039","TQADMPROWEBC109","NYV_RRL"
"8040","TQNYVPROWEBE05","NYV_RRL"
"8041","TQADMPROWEBC43","NYV_RRL"
"8042","TQRRLPROWEBC01","NYV_RRL"
"8043","TQSACPROOHSE103","NYV_RRL"
"8044","TQRRLPROWEBE105","NYV_RRL"
"8045","TQRRLPROWEBC102","NYV_RRL"
"8046","TQBZNPROWEBC107","NYV_RRL"
"8047","TQADMPROOHSC103","NYV_RRL"
"8048","TQRRLPROWEBC116","NYV_RRL"
"8049","TQADMPROWEBC30","NYV_RRL"
"8050","TQNYVPROORCL08","NYV_RRL"
"8051","TQBZTPROWEBC103","NYV_RRL"
"8052","TQESXAPPSPAC433","NYV_RRL"
"8053","TQRRLPROBPMX101","NYV_RRL"
"8054","TQADMPROWEBC07","NYV_RRL"
"8055","TQNYVPROWEBC06","NYV_RRL"
"8056","TQSACPROWEBC108","NYV_RRL"
"8057","TQRRLPROWEBE02","NYV_RRL"
"8058","TQSACPROWEBE01","NYV_RRL"
"8059","TQESXDBSPAC318","NYV_RRL"
"8060","TQADMPROWEBE111","NYV_RRL"
"8061","TQADMPROWEBC06","NYV_RRL"
"8062","TQADMPROOHSE106","NYV_RRL"
"8063","TQESXDBSPAC317","NYV_RRL"
"8064","TQADMPROOHSC113","NYV_RRL"
"8065","TQADMPROOHSC08","NYV_RRL"
"8066","TQRRLPROOHSC03","NYV_RRL"
"8067","TQBZTPROORCL02","NYV_RRL"
"8068","TQESXAPPSPAC447","NYV_RRL"
"8069","TQRRLPROWEBC105","NYV_RRL"
"8070","TQBZNPROOHSC02","NYV_RRL"
"8071","TQADMPROWEBE05","NYV_RRL"
"8072","TQADMPROWEBC25","NYV_RRL"
"8073","TQESXAPPSPAC431","NYV_RRL"
"8074","TQRRLPROWEBE103","NYV_RRL"
"8075","TQBZNPROWEBC06","NYV_RRL"
"8076","TQRRLPROWEBC110","NYV_RRL"
"8077","TQNYVPROORCL05","NYV_RRL"
"8078","TQADMPROOHSC04","NYV_RRL"
"8079","TQADMPROOHSE103","NYV_RRL"
"8080","TQBZTPROORCL01","NYV_RRL"
"8081","TQESXWEBSPAC386","NYV_RRL"
"8082","TQSACPROWEBC10","NYV_RRL"
"8083","TQESXAPPSPAC412","NYV_RRL"
"8084","TQADMPROWEBC102","NYV_RRL"
"8085","TQRRLPROWEBC04","NYV_RRL"
"8086","TQRRLPROWEBE01","NYV_RRL"
"8087","TQSACPROWEBC113","NYV_RRL"
"8088","TQADMPROOHSC13","NYV_RRL"
"8089","TQBZTPROWEBC110","NYV_RRL"
"8090","TQRRLPROBPMX01","NYV_RRL"
"8091","TQRRLPROOHSC101","NYV_RRL"
"8092","TQADMPROOHSC07","NYV_RRL"
"8093","TQESXAPPSPAC404","NYV_RRL"
"8094","TQESXWEBSPAC340","NYV_RRL"
"8095","TQSACPROOHSC04","NYV_RRL"
"8096","TQADMPROWEBC13","NYV_RRL"
"8097","TQBZTPROWEBE02","NYV_RRL"
"8098","TQSACPROWEBE106","NYV_RRL"
"8099","TQADMPROWEBC05","NYV_RRL"
"8100","TQADMPROOHSC110","NYV_RRL"
"8101","TQESXAPPSPAC405","NYV_RRL"
"8102","TQNYVPROWEBC01","NYV_RRL"
"8103","TQADMPROOHSE105","NYV_RRL"
"8104","TQNYVPROOHSE02","NYV_RRL"
"8105","TQBZTPROOHSC03","NYV_RRL"
"8106","TQRRLPROORCL04","NYV_RRL"
"8107","TQESXAPPSPAC437","NYV_RRL"
"8108","TQSACPROORCL02","NYV_RRL"
"8109","TQRRLPROWEBC111","NYV_RRL"
"8110","TQSACPROWEBC07","NYV_RRL"
"8111","TQRRLPROWEBC11","NYV_RRL"
"8112","TQSACPROWEBC11","NYV_RRL"
"8113","TQESXAPPSPAC427","NYV_RRL"
"8114","TQADMPROOHSC02","NYV_RRL"
"8115","TQRRLPROORCL06","NYV_RRL"
"8116","TQBZTPROORCL06","NYV_RRL"
"8117","TQBZNPROOHSC103","NYV_RRL"
"8118","TQADMPROOHSC105","NYV_RRL"
"8119","TQADMPROWEBC114","NYV_RRL"
"8120","TQADMPROOHSC112","NYV_RRL"
"8121","TQBZTPROWEBE107","NYV_RRL"
"8122","TQBZTPROWEBC10","NYV_RRL"
"8123","TQBZTPROORCL04","NYV_RRL"
"8124","TQBZTPROWEBE102","NYV_RRL"
"8125","TQBZNPROWEBC109","NYV_RRL"
"8126","TQADMPROOHSC10","NYV_RRL"
"8127","TQBZNPROWEBC101","NYV_RRL"
"8128","TQNYVPROORCL07","NYV_RRL"
"8129","TQSACPROOHSC03","NYV_RRL"
"8130","TQADMPROWEBC19","NYV_RRL"
"8131","TQRRLPROOHSC102","NYV_RRL"
"8132","TQNYVPROWEBE105","NYV_RRL"
"8133","TQRRLPROWEBE07","NYV_RRL"
"8134","TQBZNPROWEBC116","NYV_RRL"
"8135","TQSACPROBPMX101","NYV_RRL"
"8136","TQESXAPPSPAC410","NYV_RRL"
"8137","TQRRLPROWEBC108","NYV_RRL"
"8138","TQADMPROWEBC115","NYV_RRL"
"8139","TQRRLPROWEBE104","NYV_RRL"
"8140","TQESXAPPSPAC452","NYV_RRL"
"8141","TQBZTPROORCL08","NYV_RRL"
"8142","TQBZTPROWEBC11","NYV_RRL"
"8143","TQBZNPROWEBC112","NYV_RRL"
"8144","TQESXAPPSPAC460","NYV_RRL"
"8145","TQADMPROWEBE106","NYV_RRL"
"8146","TQADMPROWEBC09","NYV_RRL"
"8147","TQADMPROWEBC117","NYV_RRL"
"8148","TQRRLPROOHSE103","NYV_RRL"
"8149","TQSACPROOHSC104","NYV_RRL"
"8150","TQRRLPROWEBC109","NYV_RRL"
"8151","TQBZTPROWEBE101","NYV_RRL"
"8152","TQSACPROWEBC111","NYV_RRL"
"8153","TQADMPROWEBC119","NYV_RRL"
"8154","TQBZTPROORCL05","NYV_RRL"
"8155","TQSACPROWEBC13","NYV_RRL"
"8156","TQSACPROWEBC02","NYV_RRL"
"8157","TQADMPROOHSE104","NYV_RRL"
"8158","TQSACPROWEBC106","NYV_RRL"
"8159","TQBZNPROWEBC111","NYV_RRL"
"8160","TQSACPROWEBC104","NYV_RRL"
"8161","TQADMPROWEBC116","NYV_RRL"
"8162","TQSACPROORCL01","NYV_RRL"
"8163","TQRRLPROOHSE03","NYV_RRL"
"8164","TQADMPROOHSC03","NYV_RRL"
"8165","TQNYVPROORCL06","NYV_RRL"
"8166","TQRRLPROOHSC01","NYV_RRL"
"8167","TQSACPROWEBC04","NYV_RRL"
"8168","TQNYVPROWEBC03","NYV_RRL"
"8169","TQESXAPPSPAC413","NYV_RRL"
"8170","TQBZNPROWEBC15","NYV_RRL"
"8171","TQADMPROWEBE103","NYV_RRL"
"8172","TQRRLPROWEBC12","NYV_RRL"
"8173","TQBZNPROWEBC14","NYV_RRL"
"8174","TQESXAPPSPAC415","NYV_RRL"
"8175","TQADMPROWEBE107","NYV_RRL"
"8176","TQADMPROOHSC18","NYV_RRL"
"8177","TQBZTPROORCL03","NYV_RRL"
"8178","TQADMPROOHSE01","NYV_RRL"
"8179","TQBZNPROORCL06","NYV_RRL"
"8180","TQBZNPROWEBC12","NYV_RRL"
"8181","TQBZTPROOHSC01","NYV_RRL"
"8182","TQRRLPROWEBE106","NYV_RRL"
"8183","TQSACPROWEBC107","NYV_RRL"
"8184","TQRRLPROOHSE102","NYV_RRL"
"8185","TQADMPROWEBE102","NYV_RRL"
"8186","TQADMPROWEBC110","NYV_RRL"
"8187","TQBZTPROWEBC111","NYV_RRL"
"8188","TQADMPROWEBC28","NYV_RRL"
"8189","TQADMPROOHSE09","NYV_RRL"
"8190","TQNYVPROORCL02","NYV_RRL"
"8191","TQORCPROCLCO01","OEM"
"8192","TQOSPSTRSELL02","OFICINA SIN PAPEL"
"8193","TQOSPSTRSELL01","OFICINA SIN PAPEL"
"8194","TQOPTUATWEBC01","OPT"
"8195","TQOVMDBSPAC01","OVM"
"8196","TQOVMDBSPAC02","OVM"
"8197","TQOVMDBSPAC08","OVM"
"8198","TQSITPROORCL03","Oficialia de Partes"
"8199","TQSITPROORCL02","Oficialia de Partes"
"8200","TQSITPROORCL01","Oficialia de Partes"
"8201","TQRRLPROOHSC01","Oficialia de Partes"
"8202","TQRRLPROORCL07","Oficialia de Partes"
"8203","TQRRLPROORCL05","Oficialia de Partes"
"8204","TQRRLPROOHSC04","Oficialia de Partes"
"8205","TQRRLPROOHSC02","Oficialia de Partes"
"8206","TQRRLPROBPMX03","Oficialia de Partes"
"8207","TQRRLPROBPMX02","Oficialia de Partes"
"8208","TQRRLPOORCL04","Oficialia de Partes"
"8209","TQRRLPOORCL01","Oficialia de Partes"
"8210","TQRRLLPROOHSE03","Oficialia de Partes"
"8211","TQRRLLPROOHSE02","Oficialia de Partes"
"8212","TQRRLLPROOHSE01","Oficialia de Partes"
"8213","TQIDPROAGEE01","Oficialia de Partes"
"8214","TQIDPROAGEE04","Oficialia de Partes"
"8215","TQIDPROAGEE02","Oficialia de Partes"
"8216","TQIDNPROIPEE06","Oficialia de Partes"
"8217","TQIDNPROIPCC08","Oficialia de Partes"
"8218","TQIDNPROIPCC03","Oficialia de Partes"
"8219","TQIDNPROIPCC06","Oficialia de Partes"
"8220","TQIDNPROIPCC01","Oficialia de Partes"
"8221","TQIDNPROAGEC04","Oficialia de Partes"
"8222","TQIDNPROIPCC02","Oficialia de Partes"
"8223","TQFOPPROORCL03","Oficialia de Partes"
"8224","TQFOPPROORCL01","Oficialia de Partes"
"8225","TQIDNPROIPEE02","Oficialia de Partes"
"8226","TQAGJPROWEBE03","Oficialia de Partes"
"8227","TQAGJPROWEBE02","Oficialia de Partes"
"8228","TQAGJPROWEBC04","Oficialia de Partes"
"8229","TQAGJPROCOHE01","Oficialia de Partes"
"8230","TQAGJPROCOHC02","Oficialia de Partes"
"8231","TQRRLPROBPMX01","Oficialia de Partes"
"8232","TQAGJPROCOHC01","Oficialia de Partes"
"8233","TQIDNPROIPEE01","Oficialia de Partes"
"8234","TQRRLPROBPMX04","Oficialia de Partes"
"8235","TQIDNPROIPEE03","Oficialia de Partes"
"8236","TQRRLPOORCL02","Oficialia de Partes"
"8237","TQIDNPROIPCC07","Oficialia de Partes"
"8238","TQIDNPROIPCC04","Oficialia de Partes"
"8239","TQIDNPROAGEC03","Oficialia de Partes"
"8240","TQAGJPROWEBC03","Oficialia de Partes"
"8241","TQAGJPROWEBC01","Oficialia de Partes"
"8242","TQIDNPROAGEC01","Oficialia de Partes"
"8243","TQAGJPROCOHE02","Oficialia de Partes"
"8244","TQIDPROAGEE03","Oficialia de Partes"
"8245","TQRRLPROOHSC03","Oficialia de Partes"
"8246","TQAGJPROWEBC05","Oficialia de Partes"
"8247","TQRRLPROORCL08","Oficialia de Partes"
"8248","TQRRLPOORCL03","Oficialia de Partes"
"8249","TQRRLPROORCL06","Oficialia de Partes"
"8250","TQIDNPROIPEE05","Oficialia de Partes"
"8251","TQAGJPROWEBE01","Oficialia de Partes"
"8252","TQIDNPROIPEE04","Oficialia de Partes"
"8253","TQIDNPROIPCC05","Oficialia de Partes"
"8254","TQFOPPROORCL02","Oficialia de Partes"
"8255","TQIDNPROAGEC02","Oficialia de Partes"
"8256","TQAGJPROWEBC02","Oficialia de Partes"
"8257","TQDBP1DEVOHS01","P"
"8258","TQDBP2DEVWEB01","P"
"8259","TQDBP1DEVOHS02","P"
"8260","TQDBP2DEVWEB02","P"
"8261","P2V_ORACLEVM_TO_VMWARE","P2V"
"8262","TQPDCPROMSQL02","PADRON DE CONTRIBUYENTES"
"8263","TQPDCPROMSQL01","PADRON DE CONTRIBUYENTES"
"8264","TRDECPRONETX01","PADRON ESCUELAS"
"8265","TRDECPROMSQL02","PADRON ESCUELAS"
"8266","TRDECPROMSQL01","PADRON ESCUELAS"
"8267","TRDECPRONETX02","PADRON ESCUELAS"
"8268","TQPAGCUATOHSX02","PAGC"
"8269","TQPAGCUATOHSX01","PAGC"
"8270","IMAGEN_TQPAMPROWEBE102","PAM"
"8271","TQPAMPROORCL05","PAM"
"8272","TQPAMUATORCL04","PAM"
"8273","TQPAMPROWEBC107","PAM"
"8274","TQPAMUATWEBC03","PAM"
"8275","TQPAMPROORCL06","PAM"
"8276","TQPAMPROWEBC105","PAM"
"8277","TQPAMPROWEBE03","PAM"
"8278","TQPAMPROWEBE05","PAM"
"8279","IMAGEN_TQPAMPROWEBE101","PAM"
"8280","TQPAMUATWEBC02","PAM"
"8281","TQPAMUATWEBE01","PAM"
"8282","TQPAMPROWEBE07","PAM"
"8283","TQPAMPROOHSC07","PAM"
"8284","TQPAMPROCOHC102","PAM"
"8285","TQPAMUATWEBC01","PAM"
"8286","TQPAMPROORCL02","PAM"
"8287","TQPAMPROWEBE12","PAM"
"8288","TQPAMDEVOHSE04","PAM"
"8289","TQPAMPROOHSC03","PAM"
"8290","TQPAMUATOHSC02","PAM"
"8291","IMAGEN_TQPAMPROWEBC101","PAM"
"8292","TQPAMUATORCL01","PAM"
"8293","TQPAMDEVCOHE01","PAM"
"8294","TQPAMPROWEBC103","PAM"
"8295","TQPAMDEVCOHE02","PAM"
"8296","TQPAMDEVCOHC01","PAM"
"8297","TQPAMPROWEBC10","PAM"
"8298","TQPAMPROWEBE09","PAM"
"8299","TQPAMPROOHSE05","PAM"
"8300","TQPAMDEVOHSE01","PAM"
"8301","TQPAMPROOHSE04","PAM"
"8302","IMAGEN_TQPAMPROWEBE103","PAM"
"8303","TQPAMPROWEBC09","PAM"
"8304","TQPAMPROCOHE101","PAM"
"8305","TQPAMPROCOHC01","PAM"
"8306","TQPAMPROOHSC01","PAM"
"8307","TQPAMPROWEBE101","PAM"
"8308","TQPAMPROWEBE08","PAM"
"8309","TQPAMDEVOHSE03","PAM"
"8310","TQPAMDEVORCL08","PAM"
"8311","TQPAMPROWEBC12","PAM"
"8312","TQPAMPROWEBC14","PAM"
"8313","TQPAMDEVORCL02","PAM"
"8314","TQPAMPROCOHE01","PAM"
"8315","TQPAMUATORCL07","PAM"
"8316","TQPAMPROCOHC101","PAM"
"8317","TQPAMDEVORCL07","PAM"
"8318","TQPAMUATOHSC01","PAM"
"8319","TQPAMPROWEBC106","PAM"
"8320","TQPAMPROCOHC103","PAM"
"8321","TQPAMDEVORCL06","PAM"
"8322","TQPAMPROWEBC13","PAM"
"8323","TQPAMDEVOHSE02","PAM"
"8324","TQPAMPROWEBC110","PAM"
"8325","TQPAMPROCOHE02","PAM"
"8326","IMAGEN_TQPAMPROWEBE104","PAM"
"8327","TQPAMPROWEBE102","PAM"
"8328","TQPAMPROCOHE04","PAM"
"8329","IMAGEN_TQPAMPROWEBC103","PAM"
"8330","TQPAMPROOHSE03","PAM"
"8331","TQPAMPROOHSC02","PAM"
"8332","TQPAMDEVOHSC04","PAM"
"8333","TQPAMPROCOHE102","PAM"
"8334","TQPAMUATOHSE02","PAM"
"8335","TQPAMPROWEBC07","PAM"
"8336","TQPAMDEVORCL03","PAM"
"8337","TQPAMDEVORCL01","PAM"
"8338","TQPAMPROCOHC04","PAM"
"8339","TQPAMPROWEBE105","PAM"
"8340","TQPAMDEVOHSC01","PAM"
"8341","TQPAMPROWEBE06","PAM"
"8342","TQPAMDEVWEBC04","PAM"
"8343","TQPAMPROWEBC08","PAM"
"8344","TQPAMPROWEBC111","PAM"
"8345","TQPAMPROWEBC112","PAM"
"8346","TQPAMUATORCL08","PAM"
"8347","TQPAMPROWEBC108","PAM"
"8348","TQPAMDEVWEBC02","PAM"
"8349","TQPAMUATOHSE01","PAM"
"8350","TQPAMDEVCOHC02","PAM"
"8351","TQPAMPROOHSC04","PAM"
"8352","TQPAMPROWEBE04","PAM"
"8353","TQPAMPROCOHC02","PAM"
"8354","TQPAMPROWEBE104","PAM"
"8355","TQPAMPROOHSC05","PAM"
"8356","TQPAMPROOHSC06","PAM"
"8357","TQPAMPROOHSC08","PAM"
"8358","TQPAMDEVOHSC02","PAM"
"8359","TQPAMPROWEBE106","PAM"
"8360","TQPAMUATWEBE02","PAM"
"8361","TQPAMDEVWEBC03","PAM"
"8362","IMAGEN_TQPAMPROWEBC104","PAM"
"8363","IMAGEN_TQPAMPROWEBC102","PAM"
"8364","TQPAMUATORCL06","PAM"
"8365","TQPAMUATORCL02","PAM"
"8366","TQPAMDEVORCL05","PAM"
"8367","TQPAMPROWEBE11","PAM"
"8368","TQPAMPROOHSE06","PAM"
"8369","TQPAMPROWEBC101","PAM"
"8370","TQPAMDEVWEBE01","PAM"
"8371","TQPAMPROORCL01","PAM"
"8372","TQPAMDEVORCL04","PAM"
"8373","TQPAMPROCOHC104","PAM"
"8374","TQPAMPROWEBE103","PAM"
"8375","TQPAMPROWEBC102","PAM"
"8376","TQPAMUATORCL05","PAM"
"8377","TQPAMPROORCL08","PAM"
"8378","TQPAMDEVOHSC03","PAM"
"8379","TQPAMPROCOHE03","PAM"
"8380","TQPAMUATORCL03","PAM"
"8381","TQPAMDEVWEBE04","PAM"
"8382","TQPAMPROOHSE02","PAM"
"8383","TQPAMPROORCL04","PAM"
"8384","TQPAMPROCOHC03","PAM"
"8385","TQPAMUATWEBE03","PAM"
"8386","TQPAMPROORCL03","PAM"
"8387","TQPAMPROOHSE01","PAM"
"8388","TQPAMPROWEBC109","PAM"
"8389","TQPAMPROWEBC11","PAM"
"8390","TQPAMDEVWEBC01","PAM"
"8391","TQPAMDEVTEST02","PAM"
"8392","TQPAMDEVTEST01","PAM"
"8393","TQPAMDEVWEBE02","PAM"
"8394","TQPAMDEVWEBE03","PAM"
"8395","TQPAMPROWEBC104","PAM"
"8396","TQPAMPROWEBE10","PAM"
"8397","TQPAMPROORCL07","PAM"
"8398","DEPURAR_TQPEMPROCOHE01","PEM"
"8399","DEPURAR_TQPEMPROCOHE02","PEM"
"8400","DEPURAR_TQPEMPROCOHE03","PEM"
"8401","TQPGIPROOHSE03","PGI"
"8402","TQPGIPROWEBE08","PGI"
"8403","TQPGIPROWEBC03","PGI"
"8404","TQPGIPROWEBC05","PGI"
"8405","TQPGIPROWEBC02","PGI"
"8406","TQPGIPROOHSC01","PGI"
"8407","TQPGIPROOHSC04","PGI"
"8408","TQPGIPROOHSE02","PGI"
"8409","TQPGIPROOHSC03","PGI"
"8410","TQPGIPROOHSE01","PGI"
"8411","TQPGIPROWEBE01","PGI"
"8412","TQPGIPROWEBC01","PGI"
"8413","TQPGIPROWEBE03","PGI"
"8414","TQPGIPROWEBC08","PGI"
"8415","TQPGIPROWEBE02","PGI"
"8416","TQPGIPROOHSE04","PGI"
"8417","TQPGIPROWEBC06","PGI"
"8418","TQPGIPROWEBE07","PGI"
"8419","TQPGIPROWEBE04","PGI"
"8420","TQPGIPROOHSC02","PGI"
"8421","TQPGIPROWEBE06","PGI"
"8422","TQPGIPROWEBC04","PGI"
"8423","TQPGIPROWEBC07","PGI"
"8424","TQPGIPROWEBE05","PGI"
"8425","TQPIMPROWEBL01","PIM"
"8426","TQPIMPROOHSX01","PIM"
"8427","TQPIMPROWEBE04","PIM"
